Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,535ed247-56e4-41d6-88b3-14c7ab172ef2,2025/3/20,Novice,2,2,3,2,2,False,False,False,False,False,False,2,3,3,3,4,False,False,False,True,True,True,False,FALSE,
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",535ed247-56e4-41d6-88b3-14c7ab172ef2,2025/3/20,Expert,2,2,2,2,1,False,False,False,False,False,False,2,2,2,2,3,False,True,False,True,False,True,True,FALSE,
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",63ad1eac-092a-4efe-9688-3c44de978b81,2025/3/20,Average,4,2,4,1,5,True,False,True,False,False,True,2,5,1,3,4,False,False,False,True,True,False,False,,
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,63ad1eac-092a-4efe-9688-3c44de978b81,2025/3/20,Expert,4,3,5,5,5,True,False,True,False,False,True,3,5,4,5,5,True,True,True,True,True,False,True,,
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",63ad1eac-092a-4efe-9688-3c44de978b81,2025/3/20,Expert,1,4,5,4,5,False,False,False,False,False,False,5,1,5,5,5,False,True,True,False,True,False,True,FALSE,
16786,Bioinformatics Scientists,Develop new software applications or customize existing applications to meet specific scientific project needs.,36d8380b-f65f-4e2f-b92d-649e1f6096fc,2025/3/21,Average,4,2,3,2,2,False,False,True,True,True,False,1,1,1,3,2,False,False,False,False,False,False,False,,FALSE
16790,Bioinformatics Scientists,Create novel computational approaches and analytical tools as required by research goals.,36d8380b-f65f-4e2f-b92d-649e1f6096fc,2025/3/21,Novice,3,1,4,3,4,False,False,True,False,True,False,1,1,1,4,2,False,False,False,False,False,False,False,,FALSE
16808,Molecular and Cellular Biologists,Instruct undergraduate and graduate students within the areas of cellular or molecular biology.,dae657b3-038b-4f79-850d-78b96a9896b9,2025/3/21,Novice,1,3,3,1,3,False,False,False,False,False,False,5,5,5,5,5,True,True,True,True,True,True,True,FALSE,
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,69e3a0b6-cd02-402c-8170-c8c0f09b987f,2025/3/21,Novice,1,2,1,1,4,False,False,False,False,False,False,1,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,0324012d-cfa6-4403-9697-3cddf20d0fd2,2025/3/21,Expert,3,2,3,1,4,False,False,True,False,False,True,2,2,3,3,3,False,True,True,False,False,True,True,,
16790,Bioinformatics Scientists,Create novel computational approaches and analytical tools as required by research goals.,bb16041c-c14c-46f5-a150-1512a2f7ec88,2025/3/22,Average,4,2,2,1,3,True,False,False,False,False,False,2,2,4,4,4,False,False,False,True,False,False,False,,
16795,Bioinformatics Scientists,"Analyze large molecular datasets, such as raw microarray data, genomic sequence data, or proteomics data, for clinical or basic research purposes.",bb16041c-c14c-46f5-a150-1512a2f7ec88,2025/3/22,Average,3,3,4,1,2,False,False,False,True,False,False,1,3,4,5,5,False,False,True,True,True,True,True,,
16793,Bioinformatics Scientists,"Manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases.",bb16041c-c14c-46f5-a150-1512a2f7ec88,2025/3/22,Average,5,1,2,1,1,True,False,False,False,False,False,1,3,3,3,3,False,False,False,False,True,False,False,,
16783,Bioinformatics Scientists,Instruct others in the selection and use of bioinformatics tools.,bb16041c-c14c-46f5-a150-1512a2f7ec88,2025/3/22,Expert,1,2,4,1,5,False,False,False,False,False,False,4,5,4,5,4,False,True,True,True,True,False,True,FALSE,
15594,Clinical Research Coordinators,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.,82469480-80ce-4fb1-b5a3-26f7bceb237a,2025/3/22,Average,1,1,3,1,2,False,False,False,False,False,False,1,2,3,3,4,False,True,True,True,True,True,True,FALSE,
15593,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",82469480-80ce-4fb1-b5a3-26f7bceb237a,2025/3/22,Novice,2,2,4,2,4,False,False,False,False,False,False,1,3,2,4,5,False,True,True,True,True,True,True,FALSE,
15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,82469480-80ce-4fb1-b5a3-26f7bceb237a,2025/3/22,Average,2,3,4,2,2,False,False,False,False,False,False,1,5,3,4,4,False,False,True,True,True,True,True,FALSE,
15600,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,82469480-80ce-4fb1-b5a3-26f7bceb237a,2025/3/22,Average,2,1,2,1,1,False,False,False,False,False,False,3,5,2,3,4,False,True,True,True,True,True,True,FALSE,
15598,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,82469480-80ce-4fb1-b5a3-26f7bceb237a,2025/3/22,Expert,3,1,2,1,2,True,True,False,False,False,True,1,2,2,1,3,False,False,False,True,True,False,True,,
15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,82469480-80ce-4fb1-b5a3-26f7bceb237a,2025/3/22,Novice,2,1,2,1,1,False,False,False,False,False,False,1,4,3,4,4,False,True,True,True,True,True,True,FALSE,
16807,Molecular and Cellular Biologists,Maintain accurate laboratory records and data.,df431447-2c86-4104-bd09-b7de462f20b6,2025/3/22,Expert,2,1,2,1,1,False,False,False,False,False,False,1,1,1,3,3,False,False,True,False,True,False,False,FALSE,
23905,Molecular and Cellular Biologists,"Prepare or review reports, manuscripts, or meeting presentations.",df431447-2c86-4104-bd09-b7de462f20b6,2025/3/22,Average,2,3,3,3,2,False,False,False,False,False,False,1,1,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
16808,Molecular and Cellular Biologists,Instruct undergraduate and graduate students within the areas of cellular or molecular biology.,df431447-2c86-4104-bd09-b7de462f20b6,2025/3/22,Expert,1,1,5,5,4,False,False,False,False,False,False,4,5,1,4,3,True,False,False,True,False,True,False,FALSE,
16814,Molecular and Cellular Biologists,Compile and analyze molecular or cellular experimental data and adjust experimental designs as necessary.,df431447-2c86-4104-bd09-b7de462f20b6,2025/3/22,Expert,2,2,5,5,4,False,False,False,False,False,False,3,1,3,4,4,True,False,True,False,False,True,False,FALSE,
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,df431447-2c86-4104-bd09-b7de462f20b6,2025/3/22,Expert,1,1,3,3,3,False,False,False,False,False,False,3,1,2,2,3,True,False,False,False,False,False,False,FALSE,
16807,Molecular and Cellular Biologists,Maintain accurate laboratory records and data.,489ac0c6-6cbe-4394-9dfe-43fefa96a6f3,2025/3/22,Average,3,2,2,1,3,True,False,True,False,False,True,1,1,1,2,2,False,False,False,False,False,False,False,,FALSE
23905,Molecular and Cellular Biologists,"Prepare or review reports, manuscripts, or meeting presentations.",489ac0c6-6cbe-4394-9dfe-43fefa96a6f3,2025/3/22,Average,3,2,3,3,2,True,False,True,True,False,False,1,2,3,4,3,False,False,True,False,True,True,True,,
16808,Molecular and Cellular Biologists,Instruct undergraduate and graduate students within the areas of cellular or molecular biology.,489ac0c6-6cbe-4394-9dfe-43fefa96a6f3,2025/3/22,Novice,5,1,2,1,2,True,True,True,True,False,True,4,4,4,4,4,True,False,True,True,False,True,False,,
16814,Molecular and Cellular Biologists,Compile and analyze molecular or cellular experimental data and adjust experimental designs as necessary.,489ac0c6-6cbe-4394-9dfe-43fefa96a6f3,2025/3/22,Average,3,2,4,3,2,True,False,True,True,True,True,1,1,4,4,4,False,True,True,False,True,True,False,,
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,489ac0c6-6cbe-4394-9dfe-43fefa96a6f3,2025/3/22,Average,3,1,3,3,2,True,False,True,False,True,False,1,1,4,4,3,False,True,True,False,True,True,False,,
16786,Bioinformatics Scientists,Develop new software applications or customize existing applications to meet specific scientific project needs.,5739c306-50b1-4d60-8170-b7973595d1fe,2025/3/23,Average,2,3,4,2,5,False,False,False,False,False,False,1,3,4,4,3,False,True,True,False,True,True,True,FALSE,
16795,Bioinformatics Scientists,"Analyze large molecular datasets, such as raw microarray data, genomic sequence data, or proteomics data, for clinical or basic research purposes.",5739c306-50b1-4d60-8170-b7973595d1fe,2025/3/23,Novice,1,3,4,3,3,False,False,False,False,False,False,1,2,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE
16783,Bioinformatics Scientists,Instruct others in the selection and use of bioinformatics tools.,5739c306-50b1-4d60-8170-b7973595d1fe,2025/3/23,Average,4,1,1,2,2,True,True,True,True,True,True,1,1,2,2,2,False,False,False,False,False,False,False,,FALSE
18090,Health Informatics Specialists,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",e78f7c5a-c929-4757-aca3-918163a10c6c,2025/3/23,Average,4,3,2,2,4,True,False,True,False,False,False,1,3,1,3,2,False,False,False,False,False,False,False,,FALSE
18088,Health Informatics Specialists,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",e78f7c5a-c929-4757-aca3-918163a10c6c,2025/3/23,Expert,4,4,3,1,3,True,False,True,False,False,True,3,3,3,3,2,False,False,False,False,False,False,False,,FALSE
18094,Health Informatics Specialists,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",e78f7c5a-c929-4757-aca3-918163a10c6c,2025/3/23,Expert,3,4,4,2,3,True,False,True,False,False,True,2,2,2,2,2,False,False,False,False,False,False,False,,FALSE
18101,Health Informatics Specialists,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",e78f7c5a-c929-4757-aca3-918163a10c6c,2025/3/23,Expert,4,2,4,2,4,True,False,True,False,False,True,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
18100,Health Informatics Specialists,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",e78f7c5a-c929-4757-aca3-918163a10c6c,2025/3/23,Average,3,3,3,3,3,True,False,True,False,False,False,3,2,2,2,2,False,False,False,False,False,False,False,,FALSE
16252,Biostatisticians,Prepare tables and graphs to present clinical data or results.,e53e3180-32f4-44e3-90d8-a3beecfb3d2f,2025/3/23,Average,5,3,3,5,3,False,True,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE
16793,Bioinformatics Scientists,"Manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases.",dcac5e22-2941-4c5b-8abc-1013dcb4d28f,2025/3/23,Expert,4,1,2,3,2,True,True,False,False,False,False,1,1,1,3,2,False,False,False,False,False,False,False,,FALSE
16790,Bioinformatics Scientists,Create novel computational approaches and analytical tools as required by research goals.,dcac5e22-2941-4c5b-8abc-1013dcb4d28f,2025/3/23,Expert,2,2,4,4,5,False,False,False,False,False,False,1,2,3,5,4,False,False,True,False,True,True,False,FALSE,
16795,Bioinformatics Scientists,"Analyze large molecular datasets, such as raw microarray data, genomic sequence data, or proteomics data, for clinical or basic research purposes.",dcac5e22-2941-4c5b-8abc-1013dcb4d28f,2025/3/23,Expert,3,1,2,3,2,True,True,False,False,False,True,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",7051583b-24dd-4d79-9135-7d8e299fffef,2025/4/7,Expert,5,4,4,2,2,False,True,True,True,True,False,2,2,2,2,4,False,True,True,True,False,False,False,,
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",7051583b-24dd-4d79-9135-7d8e299fffef,2025/4/7,Expert,4,4,4,1,2,False,True,True,False,False,True,2,2,3,3,3,False,True,True,False,False,False,True,,
16283,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,7051583b-24dd-4d79-9135-7d8e299fffef,2025/4/7,Expert,4,4,4,2,2,True,True,False,False,False,True,3,2,3,2,3,True,False,False,False,True,False,True,,
16807,Molecular and Cellular Biologists,Maintain accurate laboratory records and data.,d3bcf649-504e-4745-b1a7-458d3b3155b7,2025/4/8,Average,4,4,4,3,2,True,False,True,True,False,True,3,3,3,3,3,False,True,False,False,False,False,False,,
15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,97a0a314-0426-4a59-be2b-1ffb8dbc94db,2025/3/23,Average,4,1,3,4,3,True,True,True,True,True,True,3,3,3,3,3,True,True,True,True,True,True,True,,
15600,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,97a0a314-0426-4a59-be2b-1ffb8dbc94db,2025/3/23,Average,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,
15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,97a0a314-0426-4a59-be2b-1ffb8dbc94db,2025/3/23,Average,2,2,2,2,2,False,False,False,False,False,False,3,2,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE
16277,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports.",d9c92a19-5435-4346-9ecf-bedaea297fa3,2025/3/24,Novice,5,1,1,3,1,False,True,True,True,False,False,5,2,3,1,4,False,False,False,True,False,True,True,,
16283,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,d9c92a19-5435-4346-9ecf-bedaea297fa3,2025/3/24,Average,4,2,3,3,1,True,True,True,True,False,False,3,3,3,3,4,False,False,True,True,False,True,True,,
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,d9c92a19-5435-4346-9ecf-bedaea297fa3,2025/3/24,Average,5,3,4,5,1,True,True,True,True,True,False,5,5,5,4,5,False,False,False,False,False,False,False,,
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",744ef967-02fc-4500-a30a-aa152851bd14,2025/3/25,Novice,3,1,1,1,1,True,False,False,False,False,True,2,1,2,2,4,True,False,True,False,True,True,False,,
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",744ef967-02fc-4500-a30a-aa152851bd14,2025/3/25,Novice,4,1,1,1,1,True,False,False,False,False,True,1,1,4,5,5,False,False,True,False,False,False,False,,
16279,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.,744ef967-02fc-4500-a30a-aa152851bd14,2025/3/25,Expert,4,2,4,1,1,True,True,False,True,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE
16277,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports.",744ef967-02fc-4500-a30a-aa152851bd14,2025/3/25,Expert,2,2,4,2,3,False,False,False,False,False,False,1,1,4,5,5,False,True,True,False,False,False,False,FALSE,
16283,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,744ef967-02fc-4500-a30a-aa152851bd14,2025/3/25,Average,4,1,2,1,1,True,True,False,True,False,False,1,1,4,3,5,False,False,True,False,False,False,False,,
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,744ef967-02fc-4500-a30a-aa152851bd14,2025/3/25,Expert,2,4,5,3,3,False,False,False,False,False,False,1,3,5,4,5,False,False,True,True,False,True,False,FALSE,
16279,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.,15a17f08-fdcc-4b7e-a4d0-823509d8339a,2025/3/25,Average,2,2,2,2,2,False,False,False,False,False,False,3,4,3,2,3,True,False,False,False,False,False,False,FALSE,
18090,Health Informatics Specialists,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",24be0d32-aa1a-442d-8e46-c502eddb5a31,2025/3/25,Expert,5,3,4,3,4,True,False,True,False,False,True,3,4,3,3,3,False,False,False,True,True,False,False,,
18094,Health Informatics Specialists,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",24be0d32-aa1a-442d-8e46-c502eddb5a31,2025/3/25,Average,3,3,3,4,4,True,False,True,False,False,True,2,3,2,3,4,True,False,True,False,False,False,False,,
18093,Health Informatics Specialists,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",24be0d32-aa1a-442d-8e46-c502eddb5a31,2025/3/25,Expert,4,5,4,5,5,False,False,True,False,False,True,4,3,4,4,3,True,False,True,False,True,True,False,,
18092,Health Informatics Specialists,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,24be0d32-aa1a-442d-8e46-c502eddb5a31,2025/3/25,Average,4,3,4,3,3,False,True,False,False,False,True,3,4,3,3,2,False,False,False,False,False,False,False,,FALSE
18103,Health Informatics Specialists,Provide consultation to nurses regarding hardware or software configuration.,24be0d32-aa1a-442d-8e46-c502eddb5a31,2025/3/25,Expert,3,3,4,3,4,False,False,True,False,False,True,2,3,3,3,2,False,False,False,False,False,False,False,,FALSE
23905,Molecular and Cellular Biologists,"Prepare or review reports, manuscripts, or meeting presentations.",d3bcf649-504e-4745-b1a7-458d3b3155b7,2025/4/8,Expert,4,4,4,3,2,False,False,False,False,False,True,4,3,3,3,3,False,False,False,False,False,False,True,,
16814,Molecular and Cellular Biologists,Compile and analyze molecular or cellular experimental data and adjust experimental designs as necessary.,d3bcf649-504e-4745-b1a7-458d3b3155b7,2025/4/8,Expert,4,3,3,3,2,True,True,False,False,False,False,3,3,3,3,3,False,False,False,True,False,False,False,,
15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,7ca09fc3-f4b9-4ce7-bcea-070f24a3610e,2025/3/28,Average,3,1,2,2,2,True,False,False,False,False,True,1,1,1,2,2,False,False,False,False,False,False,False,,FALSE
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,becf3b45-1308-40f5-9c08-eaa1b317eee4,2025/3/29,Expert,1,2,3,1,2,False,False,False,False,False,False,4,3,5,4,4,True,True,True,True,True,True,True,FALSE,
15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,599736e0-ff35-46ab-9023-4ab86a904986,2025/3/29,Expert,4,1,2,1,2,True,True,False,False,False,False,1,4,3,3,1,False,False,False,False,False,False,False,,FALSE
15600,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,599736e0-ff35-46ab-9023-4ab86a904986,2025/3/29,Expert,5,1,2,1,1,True,True,False,False,False,False,1,1,1,4,1,False,False,False,False,False,False,False,,FALSE
15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,599736e0-ff35-46ab-9023-4ab86a904986,2025/3/29,Expert,5,1,2,1,1,True,True,False,False,False,False,1,1,1,2,1,False,False,False,False,False,False,False,,FALSE
9413,Medical Transcriptionists,"Transcribe dictation for a variety of medical reports, such as patient histories, physical examinations, emergency room visits, operations, chart reviews, consultation, or discharge summaries.",48989571-d5ec-4f2a-8c66-31ce1d55e859,2025/3/31,Novice,4,2,3,4,4,True,True,False,False,False,False,3,3,4,3,3,False,False,False,False,False,False,False,,
9415,Medical Transcriptionists,"Distinguish between homonyms and recognize inconsistencies and mistakes in medical terms, referring to dictionaries, drug references, and other sources on anatomy, physiology, and medicine.",48989571-d5ec-4f2a-8c66-31ce1d55e859,2025/3/31,Novice,3,2,4,3,4,True,True,True,False,False,False,3,3,4,4,3,True,True,True,True,True,False,False,,
9423,Medical Transcriptionists,"Set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes.",48989571-d5ec-4f2a-8c66-31ce1d55e859,2025/3/31,Novice,3,3,3,3,4,True,True,True,True,False,False,4,3,3,3,3,False,True,True,False,False,False,False,,
9417,Medical Transcriptionists,Translate medical jargon and abbreviations into their expanded forms to ensure the accuracy of patient and health care facility records.,48989571-d5ec-4f2a-8c66-31ce1d55e859,2025/3/31,Novice,3,3,3,3,3,False,False,False,False,False,True,3,4,4,3,3,True,True,True,True,False,False,False,,
9420,Medical Transcriptionists,"Perform data entry and data retrieval services, providing data for inclusion in medical records and for transmission to physicians.",48989571-d5ec-4f2a-8c66-31ce1d55e859,2025/3/31,Novice,3,3,4,3,4,True,True,True,False,False,False,3,4,3,4,3,True,True,True,False,False,False,False,,
16246,Biostatisticians,Calculate sample size requirements for clinical studies.,d992cfb8-5df6-4622-af68-bc14563cc282,2025/4/2,Average,5,3,3,5,2,False,True,False,True,False,False,4,2,2,2,3,False,True,True,True,False,False,False,,
16252,Biostatisticians,Prepare tables and graphs to present clinical data or results.,d992cfb8-5df6-4622-af68-bc14563cc282,2025/4/2,Average,3,2,3,2,3,True,True,True,False,False,False,3,3,2,3,3,True,True,True,False,False,False,False,,
16249,Biostatisticians,Write program code to analyze data with statistical analysis software.,d992cfb8-5df6-4622-af68-bc14563cc282,2025/4/2,Novice,1,1,1,1,1,False,False,False,False,False,False,2,2,2,2,1,False,False,False,False,False,False,False,FALSE,FALSE
17242,Radiologists,Prepare comprehensive interpretive reports of findings.,5d64721b-4266-468c-92e3-244ad81758a9,2025/4/3,Average,4,4,4,4,4,False,True,True,False,False,True,1,2,4,4,2,False,False,False,False,False,False,False,,FALSE
17254,Radiologists,"Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound.",5d64721b-4266-468c-92e3-244ad81758a9,2025/4/3,Average,4,4,4,3,4,False,True,True,False,False,True,1,2,4,4,2,False,False,False,False,False,False,False,,FALSE
17239,Radiologists,Review or transmit images and information using picture archiving or communications systems.,5d64721b-4266-468c-92e3-244ad81758a9,2025/4/3,Average,4,4,4,3,4,True,False,True,False,False,True,1,2,4,4,2,False,False,False,False,False,False,False,,FALSE
17249,Radiologists,Develop or monitor procedures to ensure adequate quality control of images.,5d64721b-4266-468c-92e3-244ad81758a9,2025/4/3,Average,5,1,3,1,3,True,False,True,False,False,True,4,3,3,4,4,True,True,True,True,False,True,True,,
17234,Radiologists,Participate in continuing education activities to maintain and develop expertise.,5d64721b-4266-468c-92e3-244ad81758a9,2025/4/3,Average,1,3,4,1,4,False,False,False,False,False,False,4,3,3,5,5,True,True,True,True,False,False,True,FALSE,
17231,Radiologists,Participate in quality improvement activities including discussions of areas where risk of error is high.,5d64721b-4266-468c-92e3-244ad81758a9,2025/4/3,Average,1,4,4,1,3,False,False,False,False,False,False,5,4,5,5,5,True,True,True,True,False,True,True,FALSE,
15600,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,8f2947f4-14f0-4c0c-94df-c3fdbdccde93,2025/4/3,Average,5,3,3,1,4,True,False,False,False,False,True,1,1,3,1,5,False,True,True,True,True,True,True,,
15598,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,8f2947f4-14f0-4c0c-94df-c3fdbdccde93,2025/4/3,Expert,3,5,5,5,5,True,False,False,True,False,False,5,5,5,5,5,True,True,True,True,True,True,True,,
15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,8f2947f4-14f0-4c0c-94df-c3fdbdccde93,2025/4/3,Average,5,1,1,1,2,False,False,False,False,False,False,5,5,5,5,5,False,True,True,True,True,True,False,,
17254,Radiologists,"Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound.",2136b89a-bc93-4f7b-a1dc-0d7f80ed7460,2025/4/3,Expert,3,4,4,5,4,True,True,False,False,False,True,4,5,5,5,3,False,True,True,False,True,False,False,,
17239,Radiologists,Review or transmit images and information using picture archiving or communications systems.,2136b89a-bc93-4f7b-a1dc-0d7f80ed7460,2025/4/3,Expert,4,4,5,4,5,False,True,True,True,False,False,5,4,5,5,2,False,False,False,False,False,False,False,,FALSE
17248,Radiologists,"Document the performance, interpretation, or outcomes of all procedures performed.",2136b89a-bc93-4f7b-a1dc-0d7f80ed7460,2025/4/3,Expert,5,4,4,4,3,False,True,False,True,False,False,5,5,5,4,3,False,False,False,False,True,True,False,,
17234,Radiologists,Participate in continuing education activities to maintain and develop expertise.,2136b89a-bc93-4f7b-a1dc-0d7f80ed7460,2025/4/3,Average,1,4,4,2,4,False,False,False,False,False,False,4,4,4,5,1,False,False,False,False,False,False,False,FALSE,FALSE
17231,Radiologists,Participate in quality improvement activities including discussions of areas where risk of error is high.,2136b89a-bc93-4f7b-a1dc-0d7f80ed7460,2025/4/3,Expert,1,3,5,3,4,False,False,False,False,False,False,4,4,4,5,2,False,False,False,False,False,False,False,FALSE,FALSE
15598,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,cd2e51fb-07be-4dd4-9021-000c615ba816,2025/4/4,Average,3,5,5,5,5,True,True,True,True,True,True,2,3,2,3,5,True,True,True,True,True,True,True,,
15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,cd2e51fb-07be-4dd4-9021-000c615ba816,2025/4/4,Average,2,3,3,5,2,False,False,False,False,False,False,3,3,3,3,4,True,True,True,True,True,True,True,FALSE,
15584,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.,cd2e51fb-07be-4dd4-9021-000c615ba816,2025/4/4,Expert,5,5,5,5,5,True,True,True,True,False,True,5,5,5,5,5,False,True,True,True,True,True,True,,
16786,Bioinformatics Scientists,Develop new software applications or customize existing applications to meet specific scientific project needs.,b9000eba-4e45-4035-a5a8-f46657fb0f4f,2025/4/6,Average,2,1,3,4,3,False,False,False,False,False,False,1,3,4,4,3,False,True,True,True,True,True,True,FALSE,
16795,Bioinformatics Scientists,"Analyze large molecular datasets, such as raw microarray data, genomic sequence data, or proteomics data, for clinical or basic research purposes.",b9000eba-4e45-4035-a5a8-f46657fb0f4f,2025/4/6,Average,2,2,4,4,3,False,False,False,False,False,False,1,4,3,4,3,False,True,True,False,True,False,True,FALSE,
16791,Bioinformatics Scientists,"Compile data for use in activities, such as gene expression profiling, genome annotation, or structural bioinformatics.",b9000eba-4e45-4035-a5a8-f46657fb0f4f,2025/4/6,Expert,2,3,5,5,3,False,False,False,False,False,False,4,2,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE
16793,Bioinformatics Scientists,"Manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases.",b9000eba-4e45-4035-a5a8-f46657fb0f4f,2025/4/6,Expert,2,1,4,5,3,False,False,False,False,False,False,1,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
16788,Bioinformatics Scientists,Create or modify web-based bioinformatics tools.,b9000eba-4e45-4035-a5a8-f46657fb0f4f,2025/4/6,Average,3,2,4,5,2,True,True,False,False,True,True,1,2,2,5,2,False,False,False,False,False,False,False,,FALSE
